Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2016-01-04,44.68199920654297,21.84880256652832,17.57233428955078,49.591064453125,741.8400268554688
2016-01-05,44.68600082397461,22.203815460205078,17.77710723876953,49.81729507446289,742.5800170898438
2016-01-06,43.80799865722656,21.895105361938477,17.5950870513916,48.9123420715332,743.6199951171875
2016-01-07,43.130001068115234,21.956850051879883,17.155214309692383,47.21104431152344,726.3900146484375
2016-01-08,42.20000076293945,21.895105361938477,16.973190307617188,47.35584259033203,714.469970703125
2016-01-11,41.56999969482422,22.674592971801758,16.904935836791992,47.32869338989258,716.030029296875
2016-01-12,41.99399948120117,21.516939163208008,16.95802879333496,47.7630615234375,726.0700073242188
2016-01-13,40.0620002746582,20.791475296020508,16.54848289489746,46.73143005371094,700.5599975585938
2016-01-14,41.236000061035156,19.74186897277832,16.35887908935547,48.06169509887695,714.719970703125
2016-01-15,40.99800109863281,19.788179397583008,15.88866901397705,46.14321517944336,694.4500122070312
2016-01-19,40.944000244140625,19.687849044799805,15.858330726623535,45.75408172607422,701.7899780273438
2016-01-20,39.7400016784668,19.440881729125977,15.365362167358398,45.962223052978516,698.4500122070312
2016-01-21,39.99399948120117,19.518056869506836,15.274356842041016,45.68169021606445,706.5900268554688
2016-01-22,40.5099983215332,19.811328887939453,15.319860458374023,47.31964111328125,725.25
2016-01-25,39.2760009765625,19.340545654296875,15.236433982849121,46.86717224121094,711.6699829101562
2016-01-26,38.71200180053711,20.112316131591797,16.56365203857422,47.21104431152344,713.0399780273438
2016-01-27,37.61399841308594,20.181777954101562,15.865911483764648,46.351356506347656,699.989990234375
2016-01-28,37.939998626708984,19.842199325561523,15.729403495788574,47.11150360107422,730.9600219726562
2016-01-29,38.2400016784668,20.228084564208984,16.533313751220703,49.853492736816406,742.9500122070312
2016-02-01,39.38800048828125,20.691144943237305,16.16927719116211,49.50960922241211,752.0
2016-02-02,36.555999755859375,20.004270553588867,15.812827110290527,47.962162017822266,764.6500244140625
2016-02-03,34.69599914550781,20.19721221923828,15.94934368133545,47.201988220214844,726.9500122070312
2016-02-04,35.066001892089844,20.84549903869629,16.389219284057617,47.057212829589844,708.010009765625
2016-02-05,32.52000045776367,20.706584930419922,15.372946739196777,45.39210510253906,683.5700073242188
2016-02-08,29.597999572753906,21.524658203125,15.357781410217285,44.7133903503418,682.739990234375
2016-02-09,29.649999618530273,20.93039894104004,15.213682174682617,44.59574890136719,678.1099853515625
2016-02-10,28.733999252319336,20.567659378051758,15.236433982849121,44.98487854003906,684.1199951171875
2016-02-11,30.0939998626709,20.583099365234375,15.744571685791016,44.96678924560547,683.1099853515625
2016-02-12,30.20800018310547,20.822345733642578,15.517045974731445,45.69978713989258,682.4000244140625
2016-02-16,31.034000396728516,21.609554290771484,17.01111602783203,46.56565856933594,691.0
2016-02-17,33.736000061035156,22.180662155151367,16.47264289855957,47.77788162231445,708.4000244140625
2016-02-18,33.354000091552734,22.56654930114746,16.449886322021484,47.5682487487793,697.3499755859375
2016-02-19,33.316001892089844,21.756187438964844,16.586402893066406,47.231014251708984,700.9099731445312
2016-02-22,35.54800033569336,22.543392181396484,16.897350311279297,47.98752212524414,706.4600219726562
2016-02-23,35.44200134277344,22.720901489257812,16.715333938598633,46.64768600463867,695.8499755859375
2016-02-24,35.79999923706055,23.068195343017578,17.10211944580078,46.8117561340332,699.5599975585938
2016-02-25,37.486000061035156,23.122220993041992,17.04145050048828,47.48622131347656,705.75
2016-02-26,38.06800079345703,23.569847106933594,17.67092514038086,46.7570686340332,705.0700073242188
2016-02-29,38.38600158691406,23.78594207763672,18.224563598632812,46.37425231933594,697.77001953125
2016-03-01,37.27000045776367,23.878557205200195,18.869213104248047,47.9237060546875,718.8099975585938
