Date,Open,High,Low,Close,Adj Close,Volume
2022-01-14,1019.880005,1052.000000,1013.380005,1049.609985,1049.609985,24246600
2022-01-18,1026.609985,1070.790039,1016.059998,1030.510010,1030.510010,22247800
2022-01-19,1041.709961,1054.670044,995.000000,995.650024,995.650024,25147500
2022-01-20,1009.729980,1041.660034,994.000000,996.270020,996.270020,23496200
2022-01-21,996.340027,1004.549988,940.500000,943.900024,943.900024,34126500
2022-01-24,904.760010,933.510010,851.469971,930.000000,930.000000,50791700
